timestamp,x,y,z
1773717858042.8152,0.0,0.0,0.0
1773717858059.443,0.0,0.0,0.0
1773717858076.1797,0.0,0.0,0.0
1773717858092.8013,0.0,0.0,0.0
1773717858109.5725,0.0,0.0,0.0
1773717858126.173,2.4409765858492696,0.4493756974616623,-0.1492738157204566
1773717858142.8127,0.0,0.0,0.0
1773717858159.6577,0.0,0.0,0.0
1773717858176.2893,0.0,0.0,0.0
1773717858193.0037,0.0,0.0,0.0
1773717858209.656,2.3166477390003952,0.24717122548781278,-0.05616194919416209
1773717858226.516,1.0404896213854298,-0.345897179204662,-0.04870992994772405
1773717858243.203,0.0,0.0,0.0
1773717858259.8923,2.4271462563249395,0.44117354101293993,-0.12002031014694202
1773717858276.5142,2.3923373722072214,0.29903509337194845,-0.059697300554054825
1773717858293.206,2.417003920947964,0.283479641503116,-0.08942411109219574
1773717858309.898,2.3556447426516804,0.406258829940326,-0.07526312762642079
1773717858326.522,2.4818227338714416,0.298510956465478,-0.10115650908468951
1773717858343.2727,2.4416995564276625,0.3048914774536925,-0.09933021644580733
1773717858359.9155,2.3872380938473534,0.4146774783139412,-0.07574813789306606
1773717858376.7625,2.4104655249672207,0.442013324560259,-0.07492567956269441
1773717858393.3057,2.4206370106238326,0.31214015649656746,-0.08533543450198197
1773717858410.148,0.0,0.0,0.0
1773717858426.6956,2.4051862579871437,0.4517738215351258,-0.08464119044500078
1773717858443.482,2.3878359614869438,0.302381778591984,-0.13570895668167882
1773717858460.0688,2.3832329871438076,0.42342977500768886,-0.06477681848105189
1773717858476.8271,2.3820071802552754,0.4533615538455994,-0.17460418811525813
1773717858493.4612,2.4500145511171767,0.28716027020124535,-0.11612648901482232
1773717858510.1687,2.4099817597916626,0.32580715002174343,-0.1870614651623555
1773717858526.9548,0.0,0.0,0.0
1773717858543.5896,2.4031625907741354,0.45619611047822184,-0.07909768186148276
1773717858560.2915,2.361559676956266,0.43074880705977925,-0.06631881185461239
1773717858576.9993,2.3819638342199014,0.4591978989351323,-0.09633206025603884
1773717858593.6436,2.3570115300920618,0.4341302394228419,-0.14311966317495547
1773717858610.508,2.3570115300920618,0.4341302394228419,-0.14311966317495547
1773717858627.0957,0.0,0.0,0.0
1773717858643.7605,2.35428147599125,0.46516561686332547,-0.2785490920020657
1773717858660.4421,2.416522220277157,0.31807194517553383,-0.11571823520280941
1773717858677.1606,2.4009962372049714,0.27838230327108127,-0.10697474526584486
1773717858693.8408,2.365905776308534,0.4507486420852559,-0.16086129521114992
1773717858710.567,2.374218985781988,0.4765642516984847,-0.0691046260237061
1773717858727.212,0.0,0.0,0.0
1773717858744.0452,2.3661674174654475,0.45632871947053355,-0.07784088023637746
1773717858760.6255,2.354109579026514,0.4391603127177517,-0.1530222348755909
1773717858777.2825,2.3439779939412184,0.25596564485950524,-0.1061409452778186
1773717858794.0178,2.355022097847085,0.2664917700502665,-0.11849270833135883
1773717858810.7825,2.3302220157829017,0.456595611698432,-0.07666283596075742
1773717858827.3914,2.370366644276039,0.27103361406010773,-0.09615521740940142
1773717858844.1194,2.390231627234777,0.36634377176355737,-0.16866328386034374
1773717858860.8115,2.387126585880058,0.4408492107305978,-0.2066632980057451
1773717858877.4673,2.36291864901185,0.2522191065702891,-0.09951277937432654
1773717858894.1675,2.3779482311533884,0.28806894076400524,-0.14367168256486634
1773717858894.1675,2.3615959016492263,0.4597275260594077,-0.15503634401383387
1773717858910.9246,2.379688061521804,0.4579878234438456,-0.17426316181301216
1773717858927.632,2.3657409503866793,0.2772871289780192,-0.13595631161759714
1773717858944.2505,2.3810881997814115,0.45404479262572806,-0.19012226280518735
1773717858960.9536,2.3603897501406843,0.4258735262183262,-0.16427503721708386
1773717858977.6292,0.0,0.0,0.0
1773717858994.2893,2.3909319667218933,0.4740425010551318,-0.16647968237082186
1773717859011.03,2.359884904510832,0.2900842528098443,-0.11991466950271353
1773717859027.8054,2.3890150636010694,0.2020105597566635,-0.07817385288512355
1773717859044.3975,2.4369490089210393,0.3814750977267135,-0.18373828315957846
1773717859061.1572,2.3474832967530403,0.45844949933989776,-0.06941353253343575
1773717859077.7625,2.369317775362533,0.48020817790081594,-0.15186737400724715
1773717859094.5225,2.3655551654821996,0.49461383267004133,-0.05739517780670084
1773717859111.1929,2.392181035053851,0.3677669822136459,-0.09664490983870361
1773717859127.9668,2.3890150636010694,0.2020105597566635,-0.07817385288512355
1773717859144.567,2.423195931890862,0.4891288385197543,-0.08835210367640502
1773717859161.2737,2.4077423744432433,0.36767272046792787,-0.1618221806989101
1773717859178.0806,2.354804750070189,0.47632579026369604,-0.11250823086124942
1773717859194.6985,2.4177129331192195,0.38328428166370077,-0.16420159663361994
1773717859211.4685,0.0,0.0,0.0
1773717859228.1565,0.0,0.0,0.0
1773717859244.78,0.0,0.0,0.0
1773717859261.4058,2.383908548558282,0.3854075425048141,-0.07993451585792133
1773717859278.2073,2.3878931842243007,0.3766999829376505,-0.09084972983784992
1773717859294.8403,0.0,0.0,0.0
1773717859311.5652,2.4509340510011643,0.3882978651232949,-0.19733257846700009
1773717859328.2207,2.3981651744685,0.39211695479994857,-0.0877373332487708
1773717859344.9597,2.481961060052455,0.4018230262536534,-0.2041176281278972
1773717859361.5835,2.452967957944655,0.3838532003164723,-0.20290412539572827
1773717859378.337,2.375896698152761,0.36548195226929514,-0.0833792958858328
1773717859395.0273,0.0,0.0,0.0
1773717859411.725,0.0,0.0,0.0
1773717859428.4536,0.0,0.0,0.0
1773717859445.056,0.0,0.0,0.0
1773717859461.8562,0.0,0.0,0.0
1773717859478.5696,0.0,0.0,0.0
1773717859495.2537,0.0,0.0,0.0
1773717859511.9934,0.0,0.0,0.0
1773717859528.6816,0.0,0.0,0.0
1773717859545.2917,2.4307086703265077,0.3562098989285646,-0.18176573997250195
1773717859562.0427,0.0,0.0,0.0
1773717859578.8438,0.0,0.0,0.0
1773717859595.391,0.0,0.0,0.0
1773717859612.066,0.0,0.0,0.0
1773717859628.7576,0.0,0.0,0.0
1773717859645.4697,0.0,0.0,0.0
1773717859662.1848,0.0,0.0,0.0
1773717859678.788,0.0,0.0,0.0
1773717859695.5247,0.0,0.0,0.0
1773717859712.2788,0.0,0.0,0.0
1773717859728.8992,0.0,0.0,0.0
1773717859745.652,0.0,0.0,0.0
1773717859762.436,0.0,0.0,0.0
1773717859779.0652,0.0,0.0,0.0
1773717859795.8525,0.0,0.0,0.0
1773717859812.4724,0.0,0.0,0.0
1773717859829.117,0.0,0.0,0.0
1773717859845.7927,0.0,0.0,0.0
1773717859862.5193,0.0,0.0,0.0
1773717859879.1587,0.0,0.0,0.0
1773717859895.8567,0.0,0.0,0.0
1773717859912.7092,0.0,0.0,0.0
1773717859929.255,0.0,0.0,0.0
1773717859945.968,0.0,0.0,0.0
1773717859962.6316,0.0,0.0,0.0
1773717859979.314,0.0,0.0,0.0
1773717859996.0906,0.0,0.0,0.0
1773717860012.7993,0.0,0.0,0.0
1773717860029.4485,0.0,0.0,0.0
1773717860046.144,0.0,0.0,0.0
1773717860062.8137,0.0,0.0,0.0
1773717860079.5,0.0,0.0,0.0
1773717860096.203,0.0,0.0,0.0
1773717860112.8953,0.0,0.0,0.0
1773717860129.6184,0.0,0.0,0.0
1773717860146.2844,0.0,0.0,0.0
1773717860162.9863,0.0,0.0,0.0
1773717860179.7476,0.0,0.0,0.0
1773717860196.4512,0.0,0.0,0.0
1773717860213.1975,0.0,0.0,0.0
1773717860229.884,0.0,0.0,0.0
1773717860246.5244,0.0,0.0,0.0
1773717860263.2063,0.0,0.0,0.0
1773717860279.8945,0.0,0.0,0.0
1773717860296.754,0.0,0.0,0.0
1773717860313.371,0.0,0.0,0.0
1773717860330.1584,0.0,0.0,0.0
1773717860346.8667,0.0,0.0,0.0
1773717860363.3943,0.0,0.0,0.0
1773717860380.1191,0.0,0.0,0.0
1773717860396.8452,0.0,0.0,0.0
1773717860413.5122,0.0,0.0,0.0
1773717860430.3252,0.0,0.0,0.0
1773717860446.8972,0.0,0.0,0.0
1773717860463.57,2.299230317866942,0.479135814250472,-0.1226795008949876
1773717860480.3706,0.0,0.0,0.0
1773717860497.0044,0.0,0.0,0.0
1773717860513.743,0.0,0.0,0.0
1773717860530.483,0.0,0.0,0.0
1773717860547.0635,0.0,0.0,0.0
1773717860563.8467,0.0,0.0,0.0
1773717860580.587,0.0,0.0,0.0
1773717860597.212,2.3529080823277733,0.3406359117032812,-0.10438269966791486
1773717860613.9844,2.2810289305708076,0.4817810853435458,-0.12433303101414504
1773717860630.6848,2.267672322015427,0.474033552523241,-0.10635481352160671
1773717860647.272,0.0,0.0,0.0
1773717860663.9568,0.0,0.0,0.0
1773717860680.6672,2.3294033582974136,0.38640296738546476,-0.11618637974850318
1773717860697.336,2.2576946554699977,0.5245922247816008,-0.17176866573555477
1773717860714.1133,2.2502571830178795,0.47881025750143524,-0.0577695129779809
1773717860730.6897,2.25186076751321,0.46081447879781423,-0.2594164844010613
1773717860747.3975,2.2221101785594044,0.4665077195339421,-0.07759212527005407
1773717860764.1196,2.257784742126771,0.49264243485629566,-0.1200813561976719
1773717860780.7756,2.230329057738673,0.5496426181945107,-0.08568303736123467
1773717860797.4717,2.268852878504785,0.36520566542989774,-0.19414718065790598
1773717860814.17,2.240628776774989,0.4887693264530476,-0.18223567151010084
1773717860830.8943,2.307603790179038,0.38805693562525223,-0.1982494189633833
